Group,Affiliation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
WHO Regions,eur,2013,rotac,11226675,416354,4,10810321
WHO Regions,eur,2013,dtp3,11226675,10772705,96,453970
WHO Regions,eur,2013,mcv1,11226675,10667770,95,558905
WHO Regions,eur,2013,dtp1,11226675,10889378,97,337297
WHO Regions,eur,2013,pol3,11226675,10753481,96,473194
WHO Regions,eur,2013,hepb3,11226675,9126215,81,2100460
WHO Regions,eur,2013,pcv3,11226675,5056197,45,6170478
WHO Regions,eur,2013,hib3,11226675,8896323,79,2330352
WHO Regions,eur,2013,rcv1,11226675,10667770,95,558905
WHO Regions,eur,2013,mcv2,10755464,9557586,89,1197878
WHO Regions,eur,2014,hepbb,11306751,4571822,40,6734929
WHO Regions,eur,2014,bcg,7026775,6337966,90,688809
WHO Regions,eur,2014,rcv1,11201211,10487603,94,713608
WHO Regions,eur,2014,pcv3,11201211,5248379,47,5952832
WHO Regions,eur,2014,hepb3,11201211,9091370,81,2109841
WHO Regions,eur,2014,hib3,11201211,8591830,77,2609381
WHO Regions,eur,2014,dtp3,11201211,10435245,93,765966
WHO Regions,eur,2014,dtp1,11201211,10737151,96,464060
WHO Regions,eur,2014,mcv1,11201211,10487603,94,713608
WHO Regions,eur,2014,pol3,11201211,10519668,94,681543
WHO Regions,eur,2014,rotac,11201211,1309130,12,9892081
WHO Regions,eur,2014,mcv2,10880465,9663077,89,1217388
WHO Regions,eur,2015,bcg,6985248,6263405,90,721843
WHO Regions,eur,2015,hepbb,11254566,4533313,40,6721253
WHO Regions,eur,2015,rcv1,11153068,10479106,94,673962
WHO Regions,eur,2015,dtp3,11153068,10407844,93,745224
WHO Regions,eur,2015,pcv3,11153068,5444761,49,5708307
WHO Regions,eur,2015,pol3,11153068,10512697,94,640371
WHO Regions,eur,2015,hib3,11153068,8563521,77,2589547
WHO Regions,eur,2015,rotac,11153068,2526829,23,8626239
WHO Regions,eur,2015,mcv1,11153068,10479106,94,673962
WHO Regions,eur,2015,dtp1,11153068,10713109,96,439959
WHO Regions,eur,2015,hepb3,11153068,9079270,81,2073798
WHO Regions,eur,2015,mcv2,11032489,9778878,89,1253611
WHO Regions,eur,2016,bcg,6921229,6314105,91,607124
WHO Regions,eur,2016,hepbb,11182889,4384108,39,6798781
WHO Regions,eur,2016,dtp3,11085315,10241042,92,844273
WHO Regions,eur,2016,rcv1,11085315,10316812,93,768503
WHO Regions,eur,2016,pol3,11085315,10394683,94,690632
WHO Regions,eur,2016,dtp1,11085315,10560917,95,524398
WHO Regions,eur,2016,rotac,11085315,2567641,23,8517674
WHO Regions,eur,2016,mcv1,11085315,10316812,93,768503
WHO Regions,eur,2016,hepb3,11085315,8984603,81,2100712
WHO Regions,eur,2016,pcv3,11085315,6888214,62,4197101
WHO Regions,eur,2016,hib3,11085315,8485058,77,2600257
WHO Regions,eur,2016,mcv2,11138311,9784035,88,1354276
WHO Regions,amr,1980,bcg,11554251,6150404,53,5403847
WHO Regions,amr,1980,mcv1,14602679,7442946,51,7159733
WHO Regions,amr,1980,rcv1,14602679,2920017,20,11682662
WHO Regions,amr,1980,dtp3,14602679,7273999,50,7328680
WHO Regions,amr,1980,dtp1,14602679,9903210,68,4699469
WHO Regions,amr,1980,pol3,14602679,9710514,66,4892165
WHO Regions,amr,1981,bcg,11633182,6713159,58,4920023
WHO Regions,amr,1981,rcv1,14767667,3354086,23,11413581
WHO Regions,amr,1981,dtp3,14767667,7928574,54,6839093
WHO Regions,amr,1981,pol3,14767667,9011035,61,5756632
WHO Regions,amr,1981,mcv1,14767667,8647300,59,6120367
WHO Regions,amr,1981,dtp1,14767667,10596249,72,4171418
WHO Regions,amr,1982,bcg,11698909,7254806,62,4444103
WHO Regions,amr,1982,rcv1,14923985,3447509,23,11476476
WHO Regions,amr,1982,pol3,14923985,9855431,66,5068554
WHO Regions,amr,1982,mcv1,14923985,8742372,59,6181613
WHO Regions,amr,1982,dtp3,14923985,8520559,57,6403426
WHO Regions,amr,1982,dtp1,14923985,11107446,74,3816539
WHO Regions,amr,1983,bcg,11751473,7511629,64,4239844
WHO Regions,amr,1983,mcv1,15067789,8788759,58,6279030
WHO Regions,amr,1983,dtp3,15067789,8966759,60,6101030
WHO Regions,amr,1983,rcv1,15067789,3553270,24,11514519
WHO Regions,amr,1983,pol3,15067789,10131692,67,4936097
WHO Regions,amr,1983,dtp1,15067789,11485201,76,3582588
WHO Regions,amr,1984,bcg,11791110,7886079,67,3905031
WHO Regions,amr,1984,pol3,15196283,10992117,72,4204166
WHO Regions,amr,1984,mcv1,15196283,9348700,62,5847583
WHO Regions,amr,1984,dtp3,15196283,9795076,64,5401207
WHO Regions,amr,1984,dtp1,15196283,12164319,80,3031964
WHO Regions,amr,1984,rcv1,15196283,3618594,24,11577689
WHO Regions,amr,1985,bcg,11818559,6919642,59,4898917
WHO Regions,amr,1985,dtp3,15308523,9778689,64,5529834
WHO Regions,amr,1985,pol3,15308523,10144964,66,5163559
WHO Regions,amr,1985,dtp1,15308523,12243773,80,3064750
WHO Regions,amr,1985,hepb3,15308523,0,0,15308523
WHO Regions,amr,1985,rcv1,15308523,3640450,24,11668073
WHO Regions,amr,1985,mcv1,15308523,10319464,67,4989059
WHO Regions,amr,1986,bcg,11835181,7929109,67,3906072
WHO Regions,amr,1986,dtp1,15405649,12451308,81,2954341
WHO Regions,amr,1986,rcv1,15405649,3849821,25,11555828
WHO Regions,amr,1986,mcv1,15405649,10531999,68,4873650
WHO Regions,amr,1986,hepb3,15405649,0,0,15405649
WHO Regions,amr,1986,dtp3,15405649,9968354,65,5437295
WHO Regions,amr,1986,pol3,15405649,11015537,72,4390112
WHO Regions,amr,1987,bcg,11843375,8437911,71,3405464
WHO Regions,amr,1987,rcv1,15490655,3708488,24,11782167
WHO Regions,amr,1987,dtp1,15490655,13086024,84,2404631
WHO Regions,amr,1987,dtp3,15490655,10667062,69,4823593
WHO Regions,amr,1987,pol3,15490655,11735430,76,3755225
WHO Regions,amr,1987,hepb3,15490655,0,0,15490655
WHO Regions,amr,1987,mcv1,15490655,10194292,66,5296363
WHO Regions,amr,1988,bcg,11845513,9009777,76,2835736
WHO Regions,amr,1988,dtp3,15565557,11133863,72,4431694
WHO Regions,amr,1988,pol3,15565557,12404854,80,3160703
WHO Regions,amr,1988,rcv1,15565557,4400067,28,11165490
WHO Regions,amr,1988,dtp1,15565557,13458585,86,2106972
WHO Regions,amr,1988,hepb3,15565557,0,0,15565557
WHO Regions,amr,1988,mcv1,15565557,11557049,74,4008508
WHO Regions,amr,1989,bcg,11843256,9197273,78,2645983
WHO Regions,amr,1989,dtp3,15630134,11254637,72,4375497
WHO Regions,amr,1989,dtp1,15630134,13624755,87,2005379
WHO Regions,amr,1989,pol3,15630134,12108431,77,3521703
WHO Regions,amr,1989,rcv1,15630134,4296900,27,11333234
WHO Regions,amr,1989,mcv1,15630134,11891616,76,3738518
WHO Regions,amr,1989,hepb3,15630134,0,0,15630134
WHO Regions,amr,1990,bcg,11838707,9392400,79,2446307
WHO Regions,amr,1990,hib3,15682631,0,0,15682631
WHO Regions,amr,1990,rcv1,15682631,4469382,28,11213249
WHO Regions,amr,1990,hepb3,15682631,0,0,15682631
WHO Regions,amr,1990,mcv1,15682631,12503234,80,3179397
WHO Regions,amr,1990,dtp3,15682631,11598577,74,4084054
WHO Regions,amr,1990,pol3,15682631,11663206,74,4019425
WHO Regions,amr,1990,dtp1,15682631,13893316,89,1789315
WHO Regions,amr,1991,bcg,11833579,10185888,86,1647691
WHO Regions,amr,1991,dtp3,15720555,12590608,80,3129947
WHO Regions,amr,1991,hib3,15720555,0,0,15720555
WHO Regions,amr,1991,dtp1,15720555,14492736,92,1227819
WHO Regions,amr,1991,rcv1,15720555,4410687,28,11309868
WHO Regions,amr,1991,mcv1,15720555,12942220,82,2778335
WHO Regions,amr,1991,pol3,15720555,12103097,77,3617458
WHO Regions,amr,1991,hepb3,15720555,0,0,15720555
WHO Regions,amr,1992,bcg,11827672,10531216,89,1296456
WHO Regions,amr,1992,pol3,15742561,11980992,76,3761569
WHO Regions,amr,1992,dtp3,15742561,12434766,79,3307795
WHO Regions,amr,1992,hib3,15742561,0,0,15742561
WHO Regions,amr,1992,dtp1,15742561,14423982,92,1318579
WHO Regions,amr,1992,rcv1,15742561,4273404,27,11469157
WHO Regions,amr,1992,mcv1,15742561,13067224,83,2675337
WHO Regions,amr,1992,hepb3,15742561,0,0,15742561
WHO Regions,amr,1993,bcg,11820115,10842943,92,977172
WHO Regions,amr,1993,dtp1,15748686,14648353,93,1100333
WHO Regions,amr,1993,hib3,15748686,0,0,15748686
WHO Regions,amr,1993,dtp3,15748686,12788540,81,2960146
WHO Regions,amr,1993,mcv1,15748686,13046416,83,2702270
WHO Regions,amr,1993,hepb3,15748686,770412,5,14978274
WHO Regions,amr,1993,rcv1,15748686,4376825,28,11371861
WHO Regions,amr,1993,pol3,15748686,12164615,77,3584071
WHO Regions,amr,1994,bcg,11809905,11079475,94,730430
WHO Regions,amr,1994,mcv1,15740316,13292336,84,2447980
WHO Regions,amr,1994,dtp3,15740316,13199442,84,2540874
WHO Regions,amr,1994,pol3,15740316,12823779,81,2916537
WHO Regions,amr,1994,rcv1,15740316,4568248,29,11172068
WHO Regions,amr,1994,hepb3,15740316,1954542,12,13785774
WHO Regions,amr,1994,hib3,15740316,0,0,15740316
WHO Regions,amr,1994,dtp1,15740316,13317363,85,2422953
WHO Regions,amr,1995,bcg,11794640,11333034,96,461606
WHO Regions,amr,1995,rcv1,15719938,5337059,34,10382879
WHO Regions,amr,1995,dtp1,15719938,14620788,93,1099150
WHO Regions,amr,1995,hib3,15719938,3573994,23,12145944
WHO Regions,amr,1995,mcv1,15719938,13646177,87,2073761
WHO Regions,amr,1995,dtp3,15719938,13548273,86,2171665
WHO Regions,amr,1995,pol3,15719938,13370916,85,2349022
WHO Regions,amr,1995,hepb3,15719938,3786741,24,11933197
WHO Regions,amr,1996,bcg,11771245,11350991,96,420254
WHO Regions,amr,1996,rcv1,15690726,5381368,34,10309358
WHO Regions,amr,1996,hepb3,15690726,4697051,30,10993675
WHO Regions,amr,1996,hib3,15690726,4109153,26,11581573
WHO Regions,amr,1996,mcv1,15690726,13509968,86,2180758
WHO Regions,amr,1996,pol3,15690726,13490576,86,2200150
WHO Regions,amr,1996,dtp3,15690726,13364469,85,2326257
WHO Regions,amr,1996,dtp1,15690726,14198945,90,1491781
WHO Regions,amr,1997,bcg,11737356,11299686,96,437670
WHO Regions,amr,1997,hepb3,15656256,4416430,28,11239826
WHO Regions,amr,1997,hib3,15656256,4223382,27,11432874
WHO Regions,amr,1997,pol3,15656256,13780300,88,1875956
WHO Regions,amr,1997,dtp3,15656256,13494421,86,2161835
WHO Regions,amr,1997,rcv1,15656256,6488863,41,9167393
WHO Regions,amr,1997,mcv1,15656256,13994698,89,1661558
WHO Regions,amr,1997,dtp1,15656256,14996651,96,659605
WHO Regions,amr,1998,bcg,11691687,11074449,95,617238
WHO Regions,amr,1998,hepb3,15619625,4822381,31,10797244
WHO Regions,amr,1998,hib3,15619625,5167935,33,10451690
WHO Regions,amr,1998,mcv1,15619625,14261933,91,1357692
WHO Regions,amr,1998,rcv1,15619625,9516416,61,6103209
WHO Regions,amr,1998,pol3,15619625,13854525,89,1765100
WHO Regions,amr,1998,dtp1,15619625,15054666,96,564959
WHO Regions,amr,1998,dtp3,15619625,13807246,88,1812379
WHO Regions,amr,1999,bcg,11634243,11148017,96,486226
WHO Regions,amr,1999,pol3,15582788,14151720,91,1431068
WHO Regions,amr,1999,hib3,15582788,5896571,38,9686217
WHO Regions,amr,1999,dtp1,15582788,15161500,97,421288
WHO Regions,amr,1999,mcv1,15582788,14365584,92,1217204
WHO Regions,amr,1999,hepb3,15582788,7524528,48,8058260
WHO Regions,amr,1999,dtp3,15582788,14104021,91,1478767
WHO Regions,amr,1999,rcv1,15582788,9433775,61,6149013
WHO Regions,amr,2000,hepbb,15907341,3727826,23,12179515
WHO Regions,amr,2000,bcg,11564816,11139818,96,424998
WHO Regions,amr,2000,pol3,15546687,14145145,91,1401542
WHO Regions,amr,2000,dtp3,15546687,14213338,91,1333349
WHO Regions,amr,2000,dtp1,15546687,15087124,97,459563
WHO Regions,amr,2000,hepb3,15546687,10903845,70,4642842
WHO Regions,amr,2000,rcv1,15546687,13205988,85,2340699
WHO Regions,amr,2000,mcv1,15546687,14445967,93,1100720
WHO Regions,amr,2000,hib3,15546687,11754301,76,3792386
WHO Regions,amr,2000,mcv2,15578037,6776139,43,8801898
WHO Regions,amr,2001,hepbb,15855043,3863336,24,11991707
WHO Regions,amr,2001,bcg,11483807,10940152,95,543655
WHO Regions,amr,2001,pol3,15511026,14107665,91,1403361
WHO Regions,amr,2001,rcv1,15511026,13632160,88,1878866
WHO Regions,amr,2001,mcv1,15511026,14536745,94,974281
WHO Regions,amr,2001,dtp3,15511026,14105938,91,1405088
WHO Regions,amr,2001,hib3,15511026,12058975,78,3452051
WHO Regions,amr,2001,dtp1,15511026,14844670,96,666356
WHO Regions,amr,2001,hepb3,15511026,11175907,72,4335119
WHO Regions,amr,2001,mcv2,15500566,6899150,45,8601416
WHO Regions,amr,2002,hepbb,15802487,4594660,29,11207827
WHO Regions,amr,2002,bcg,11394407,10881670,96,512737
WHO Regions,amr,2002,hepb3,15474073,11662369,75,3811704
WHO Regions,amr,2002,hib3,15474073,12525264,81,2948809
WHO Regions,amr,2002,mcv1,15474073,14368484,93,1105589
WHO Regions,amr,2002,dtp1,15474073,14840056,96,634017
WHO Regions,amr,2002,dtp3,15474073,14221114,92,1252959
WHO Regions,amr,2002,rcv1,15474073,13478059,87,1996014
WHO Regions,amr,2002,pol3,15474073,14194929,92,1279144
WHO Regions,amr,2002,mcv2,15420750,6421044,42,8999706
WHO Regions,amr,2003,hepbb,15748648,5651681,36,10096967
WHO Regions,amr,2003,bcg,11300738,10926193,97,374545
WHO Regions,amr,2003,hib3,15434571,13167252,85,2267319
WHO Regions,amr,2003,hepb3,15434571,12860666,83,2573905
WHO Regions,amr,2003,dtp3,15434571,14418887,93,1015684
WHO Regions,amr,2003,rcv1,15434571,14137327,92,1297244
WHO Regions,amr,2003,pol3,15434571,14336944,93,1097627
WHO Regions,amr,2003,dtp1,15434571,14934110,97,500461
WHO Regions,amr,2003,mcv1,15434571,14455771,94,978800
WHO Regions,amr,2003,mcv2,15591313,6271999,40,9319314
WHO Regions,amr,2004,bcg,11206674,10837357,97,369317
WHO Regions,amr,2004,hepbb,15693580,6631625,42,9061955
WHO Regions,amr,2004,hib3,15392491,13659435,89,1733056
WHO Regions,amr,2004,mcv1,15392491,14327817,93,1064674
WHO Regions,amr,2004,dtp1,15392491,14862276,97,530215
WHO Regions,amr,2004,rcv1,15392491,14184371,92,1208120
WHO Regions,amr,2004,dtp3,15392491,14448790,94,943701
WHO Regions,amr,2004,pol3,15392491,14192525,92,1199966
WHO Regions,amr,2004,hepb3,15392491,13103909,85,2288582
WHO Regions,amr,2004,mcv2,15592866,6423656,41,9169210
WHO Regions,amr,2005,hepbb,15636563,6820254,44,8816309
WHO Regions,amr,2005,bcg,11117859,10747894,97,369965
WHO Regions,amr,2005,dtp3,15347086,14457647,94,889439
WHO Regions,amr,2005,dtp1,15347086,14964257,98,382829
WHO Regions,amr,2005,hib3,15347086,14222212,93,1124874
WHO Regions,amr,2005,hepb3,15347086,13683674,89,1663412
WHO Regions,amr,2005,mcv1,15347086,14199940,93,1147146
WHO Regions,amr,2005,pol3,15347086,14165208,92,1181878
WHO Regions,amr,2005,rcv1,15347086,14053556,92,1293530
WHO Regions,amr,2005,mcv2,15575781,6266613,40,9309168
WHO Regions,amr,2006,bcg,11039900,10644749,96,395151
WHO Regions,amr,2006,hepbb,15576651,6808234,44,8768417
WHO Regions,amr,2006,rcv1,15297484,14170296,93,1127188
WHO Regions,amr,2006,dtp1,15297484,14751886,96,545598
WHO Regions,amr,2006,mcv1,15297484,14319583,94,977901
WHO Regions,amr,2006,pol3,15297484,14311225,94,986259
WHO Regions,amr,2006,hib3,15297484,14034671,92,1262813
WHO Regions,amr,2006,rotac,15297484,1627442,11,13670042
WHO Regions,amr,2006,dtp3,15297484,14398857,94,898627
WHO Regions,amr,2006,hepb3,15297484,13766250,90,1531234
WHO Regions,amr,2006,mcv2,15637676,6085777,39,9551899
WHO Regions,amr,2007,hepbb,15514029,6979490,45,8534539
WHO Regions,amr,2007,bcg,10975168,10533018,96,442150
WHO Regions,amr,2007,mcv1,15244113,14221168,93,1022945
WHO Regions,amr,2007,pol3,15244113,14182319,93,1061794
WHO Regions,amr,2007,hepb3,15244113,13623995,89,1620118
WHO Regions,amr,2007,hib3,15244113,13918488,91,1325625
WHO Regions,amr,2007,rotac,15244113,2852964,19,12391149
WHO Regions,amr,2007,dtp3,15244113,14278543,94,965570
WHO Regions,amr,2007,dtp1,15244113,14605316,96,638797
WHO Regions,amr,2007,rcv1,15244113,14069078,92,1175035
WHO Regions,amr,2007,mcv2,15666664,5772230,37,9894434
WHO Regions,amr,2008,hepbb,15449717,7152056,46,8297661
WHO Regions,amr,2008,bcg,10924248,10583000,97,341248
WHO Regions,amr,2008,hib3,15188283,13770601,91,1417682
WHO Regions,amr,2008,pol3,15188283,14216489,94,971794
WHO Regions,amr,2008,pcv3,15188283,4275698,28,10912585
WHO Regions,amr,2008,mcv1,15188283,14299033,94,889250
WHO Regions,amr,2008,dtp1,15188283,14740048,97,448235
WHO Regions,amr,2008,dtp3,15188283,14142801,93,1045482
WHO Regions,amr,2008,hepb3,15188283,13576772,89,1611511
WHO Regions,amr,2008,rotac,15188283,4505085,30,10683198
WHO Regions,amr,2008,rcv1,15188283,14299033,94,889250
WHO Regions,amr,2008,mcv2,15447012,6090552,39,9356460
WHO Regions,amr,2009,hepbb,15385331,7276610,47,8108721
WHO Regions,amr,2009,bcg,10886509,10513069,97,373440
WHO Regions,amr,2009,pol3,15131783,14083715,93,1048068
WHO Regions,amr,2009,mcv1,15131783,14047246,93,1084537
WHO Regions,amr,2009,hepb3,15131783,13737677,91,1394106
WHO Regions,amr,2009,dtp3,15131783,14220086,94,911697
WHO Regions,amr,2009,rcv1,15131783,14047246,93,1084537
WHO Regions,amr,2009,pcv3,15131783,5105007,34,10026776
WHO Regions,amr,2009,dtp1,15131783,14596003,96,535780
WHO Regions,amr,2009,hib3,15131783,13592344,90,1539439
WHO Regions,amr,2009,rotac,15131783,8410678,56,6721105
WHO Regions,amr,2009,mcv2,15383805,6489872,42,8893933
WHO Regions,amr,2010,bcg,10859144,10446538,96,412606
WHO Regions,amr,2010,hepbb,15324037,9471672,62,5852365
WHO Regions,amr,2010,pol3,15077986,13990790,93,1087196
WHO Regions,amr,2010,rcv1,15077986,14002344,93,1075642
WHO Regions,amr,2010,mcv1,15077986,14002344,93,1075642
WHO Regions,amr,2010,dtp1,15077986,14530063,96,547923
WHO Regions,amr,2010,hib3,15077986,13725874,91,1352112
WHO Regions,amr,2010,pcv3,15077986,7745861,51,7332125
WHO Regions,amr,2010,rotac,15077986,9468588,63,5609398
WHO Regions,amr,2010,hepb3,15077986,13549431,90,1528555
WHO Regions,amr,2010,dtp3,15077986,14111691,94,966295
WHO Regions,amr,2010,mcv2,15336651,6549841,43,8786810
WHO Regions,amr,2011,hepbb,15269480,10097703,66,5171777
WHO Regions,amr,2011,bcg,10837561,10403189,96,434372
WHO Regions,amr,2011,hib3,15030685,13760991,92,1269694
WHO Regions,amr,2011,rcv1,15030685,14068533,94,962152
WHO Regions,amr,2011,dtp3,15030685,14056790,94,973895
WHO Regions,amr,2011,dtp1,15030685,14507951,97,522734
WHO Regions,amr,2011,pcv3,15030685,10427776,69,4602909
WHO Regions,amr,2011,mcv1,15030685,14068533,94,962152
WHO Regions,amr,2011,pol3,15030685,13947241,93,1083444
WHO Regions,amr,2011,rotac,15030685,10420514,69,4610171
WHO Regions,amr,2011,hepb3,15030685,13603664,91,1427021
WHO Regions,amr,2011,mcv2,15289392,7246106,47,8043286
WHO Regions,amr,2012,hepbb,15223739,10009178,66,5214561
WHO Regions,amr,2012,bcg,10815737,10453254,97,362483
WHO Regions,amr,2012,hib3,14992035,13763144,92,1228891
WHO Regions,amr,2012,pol3,14992035,13934581,93,1057454
WHO Regions,amr,2012,rcv1,14992035,14116196,94,875839
WHO Regions,amr,2012,dtp1,14992035,14434027,96,558008
WHO Regions,amr,2012,mcv1,14992035,14116196,94,875839
WHO Regions,amr,2012,rotac,14992035,10686570,71,4305465
WHO Regions,amr,2012,hepb3,14992035,13598619,91,1393416
WHO Regions,amr,2012,dtp3,14992035,14008236,93,983799
WHO Regions,amr,2012,pcv3,14992035,11504679,77,3487356
WHO Regions,amr,2012,mcv2,15231951,7429467,49,7802484
WHO Regions,amr,2013,bcg,10788649,10172599,94,616050
WHO Regions,amr,2013,hepbb,15187554,10076699,66,5110855
WHO Regions,amr,2013,rcv1,14962837,13716813,92,1246024
WHO Regions,amr,2013,hib3,14962837,13564188,91,1398649
WHO Regions,amr,2013,rotac,14962837,10701861,72,4260976
WHO Regions,amr,2013,dtp1,14962837,14232950,95,729887
WHO Regions,amr,2013,pcv3,14962837,11769400,79,3193437
WHO Regions,amr,2013,mcv1,14962837,13716813,92,1246024
WHO Regions,amr,2013,hepb3,14962837,13275007,89,1687830
WHO Regions,amr,2013,pol3,14962837,13377469,89,1585368
WHO Regions,amr,2013,dtp3,14962837,13597201,91,1365636
WHO Regions,amr,2013,mcv2,15072248,6856533,45,8215715
WHO Regions,amr,2014,hepbb,15160361,10084816,67,5075545
WHO Regions,amr,2014,bcg,10753668,10287018,96,466650
WHO Regions,amr,2014,dtp3,14942592,13486013,90,1456579
WHO Regions,amr,2014,dtp1,14942592,14261530,95,681062
WHO Regions,amr,2014,rotac,14942592,10715645,72,4226947
WHO Regions,amr,2014,hib3,14942592,13453643,90,1488949
WHO Regions,amr,2014,pol3,14942592,13409427,90,1533165
WHO Regions,amr,2014,mcv1,14942592,13792337,92,1150255
WHO Regions,amr,2014,hepb3,14942592,13240564,89,1702028
WHO Regions,amr,2014,pcv3,14942592,12345320,83,2597272
WHO Regions,amr,2014,rcv1,14942592,13792337,92,1150255
WHO Regions,amr,2014,mcv2,14990205,8085641,54,6904564
WHO Regions,amr,2015,bcg,10709334,10287226,96,422108
WHO Regions,amr,2015,hepbb,15140380,10395357,69,4745023
WHO Regions,amr,2015,mcv1,14929548,13791547,92,1138001
WHO Regions,amr,2015,rotac,14929548,11331919,76,3597629
WHO Regions,amr,2015,dtp3,14929548,13645511,91,1284037
WHO Regions,amr,2015,rcv1,14929548,13791547,92,1138001
WHO Regions,amr,2015,pcv3,14929548,12693220,85,2236328
WHO Regions,amr,2015,hib3,14929548,13548218,91,1381330
WHO Regions,amr,2015,pol3,14929548,13677602,92,1251946
WHO Regions,amr,2015,dtp1,14929548,14401066,96,528482
WHO Regions,amr,2015,hepb3,14929548,13265899,89,1663649
WHO Regions,amr,2015,mcv2,14937941,7914709,53,7023232
WHO Regions,amr,2016,hepbb,15124715,10019858,66,5104857
WHO Regions,amr,2016,bcg,10655874,10173494,95,482380
WHO Regions,amr,2016,mcv1,14920769,13753486,92,1167283
WHO Regions,amr,2016,rcv1,14920769,13753486,92,1167283
WHO Regions,amr,2016,pcv3,14920769,12550665,84,2370104
WHO Regions,amr,2016,hib3,14920769,13478419,90,1442350
WHO Regions,amr,2016,dtp3,14920769,13584890,91,1335879
WHO Regions,amr,2016,rotac,14920769,11050481,74,3870288
WHO Regions,amr,2016,dtp1,14920769,14204474,95,716295
WHO Regions,amr,2016,pol3,14920769,13787634,92,1133135
WHO Regions,amr,2016,hepb3,14920769,13262634,89,1658135
WHO Regions,amr,2016,mcv2,14851606,8088799,54,6762807
WHO Regions,wpr,1980,pol3,27076199,1280255,5,25795944
WHO Regions,wpr,1980,mcv1,27076199,1228508,5,25847691
WHO Regions,wpr,1980,dtp1,27076199,3240074,12,23836125
WHO Regions,wpr,1980,dtp3,27076199,2278955,8,24797244
